ID;Dateiname;Typ;Seite;Zeile;Inhalt;Zeichen;Verarbeitet am;Status
139;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;24;Linus Rothenbücher (10), Aeneas Rydryck (10);44;2025-11-27 05:42:10.899038;verarbeitet
2040;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;24;Linus Rothenbücher (10), Aeneas Rydryck (10);44;2025-11-27 05:48:05.134884;verarbeitet
140;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;25;13 Frankfurter RC [Leistungsklasse 3];37;2025-11-27 05:42:10.899041;verarbeitet
2041;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;25;13 Frankfurter RC [Leistungsklasse 3];37;2025-11-27 05:48:05.134887;verarbeitet
141;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;26;Moritz Malik (10), Henry Schelm (10);36;2025-11-27 05:42:10.899043;verarbeitet
2042;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;26;Moritz Malik (10), Henry Schelm (10);36;2025-11-27 05:48:05.134889;verarbeitet
142;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;27;Programm der 51. Großauheimer Kurzstreckenregatta am 16./17.09.2023 Seite: 2/39;79;2025-11-27 05:42:10.899046;verarbeitet
2043;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;27;Programm der 51. Großauheimer Kurzstreckenregatta am 16./17.09.2023 Seite: 2/39;79;2025-11-27 05:48:05.134892;verarbeitet
143;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;28;;0;2025-11-27 05:42:10.899049;verarbeitet
2044;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_05.jpf;OCR;-;28;;0;2025-11-27 05:48:05.134895;verarbeitet
144;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;1;Re. 6 JF1xBLKlbis ll Sa 09:36;29;2025-11-27 05:42:11.722394;verarbeitet
2045;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;1;Re. 6 JF1xBLKlbis ll Sa 09:36;29;2025-11-27 05:48:05.960514;verarbeitet
145;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;2;Juniorinnen-Einer B LK Ibis Ill;31;2025-11-27 05:42:11.732513;verarbeitet
2046;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;2;Juniorinnen-Einer B LK Ibis Ill;31;2025-11-27 05:48:05.969831;verarbeitet
146;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;3;I RCMöve Grossauheim [Altersklasse B1];38;2025-11-27 05:42:11.732544;verarbeitet
2047;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;3;I RCMöve Grossauheim [Altersklasse B1];38;2025-11-27 05:48:05.969861;verarbeitet
147;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;4;Sophia Papenfuß (07);20;2025-11-27 05:42:11.732550;verarbeitet
2048;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;4;Sophia Papenfuß (07);20;2025-11-27 05:48:05.969866;verarbeitet
148;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;5;2 WSV Offenbach am Main-Bürgel Boot 1 [Altersklasse B1];55;2025-11-27 05:42:11.732553;verarbeitet
2049;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;5;2 WSV Offenbach am Main-Bürgel Boot 1 [Altersklasse B1];55;2025-11-27 05:48:05.969869;verarbeitet
149;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;6;Greta Meyer (08);16;2025-11-27 05:42:11.732557;verarbeitet
2050;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;6;Greta Meyer (08);16;2025-11-27 05:48:05.969874;verarbeitet
150;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;7;3 Hanauer RC Hassia Boot 1 [Altersklasse B1];44;2025-11-27 05:42:11.732560;verarbeitet
2051;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;7;3 Hanauer RC Hassia Boot 1 [Altersklasse B1];44;2025-11-27 05:48:05.969927;verarbeitet
151;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;8;Finja Grohs (08);16;2025-11-27 05:42:11.732562;verarbeitet
2052;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;8;Finja Grohs (08);16;2025-11-27 05:48:05.969932;verarbeitet
152;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;9;4 5G Wiking Boot 1 [Altersklasse B1];36;2025-11-27 05:42:11.732565;verarbeitet
2053;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;9;4 5G Wiking Boot 1 [Altersklasse B1];36;2025-11-27 05:48:05.969935;verarbeitet
153;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;10;Lilith Ludwig (08);18;2025-11-27 05:42:11.732568;verarbeitet
2054;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;10;Lilith Ludwig (08);18;2025-11-27 05:48:05.969938;verarbeitet
154;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;11;5 Limburger CIfW Boot 1 [Altersklasse B1];41;2025-11-27 05:42:11.732571;verarbeitet
2055;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;11;5 Limburger CIfW Boot 1 [Altersklasse B1];41;2025-11-27 05:48:05.969941;verarbeitet
155;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;12;Louisa Will (07);16;2025-11-27 05:42:11.732573;verarbeitet
2056;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;12;Louisa Will (07);16;2025-11-27 05:48:05.969944;verarbeitet
156;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;13;8 WSVOffenbach am Main-Bürgel Boot 2 [Altersklasse B1];54;2025-11-27 05:42:11.732576;verarbeitet
2057;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;13;8 WSVOffenbach am Main-Bürgel Boot 2 [Altersklasse B1];54;2025-11-27 05:48:05.969947;verarbeitet
157;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;14;Victoria Schäfer (07);21;2025-11-27 05:42:11.732580;verarbeitet
2058;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;14;Victoria Schäfer (07);21;2025-11-27 05:48:05.969950;verarbeitet
158;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;15;9 Limburger CIfW Boot 2 [Altersklasse B2];41;2025-11-27 05:42:11.732649;verarbeitet
2059;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;15;9 Limburger CIfW Boot 2 [Altersklasse B2];41;2025-11-27 05:48:05.969953;verarbeitet
159;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;16;Sophie Michel (07);18;2025-11-27 05:42:11.732667;verarbeitet
2060;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;16;Sophie Michel (07);18;2025-11-27 05:48:05.969956;verarbeitet
160;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;17;10 SGWiking Boot2 [Altersklasse B2];35;2025-11-27 05:42:11.732672;verarbeitet
2061;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;17;10 SGWiking Boot2 [Altersklasse B2];35;2025-11-27 05:48:05.969958;verarbeitet
161;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;18;Yasmine Dhraief (07);20;2025-11-27 05:42:11.732675;verarbeitet
2062;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;18;Yasmine Dhraief (07);20;2025-11-27 05:48:05.969961;verarbeitet
162;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;19;11 RG Wetzlar [Altersklasse B2];31;2025-11-27 05:42:11.732678;verarbeitet
2063;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;19;11 RG Wetzlar [Altersklasse B2];31;2025-11-27 05:48:05.969964;verarbeitet
163;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;20;Leni Lefevre (07);17;2025-11-27 05:42:11.732681;verarbeitet
2064;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;20;Leni Lefevre (07);17;2025-11-27 05:48:05.969967;verarbeitet
164;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;21;12 Nassovia Höchst [Altersklasse B2];36;2025-11-27 05:42:11.732684;verarbeitet
2065;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;21;12 Nassovia Höchst [Altersklasse B2];36;2025-11-27 05:48:05.969969;verarbeitet
165;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;22;Elisa Burau (07);16;2025-11-27 05:42:11.732688;verarbeitet
2066;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;22;Elisa Burau (07);16;2025-11-27 05:48:05.969972;verarbeitet
166;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;23;13 Limburger CHHW Boot 3 [Altersklasse B2];42;2025-11-27 05:42:11.732691;verarbeitet
2067;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;23;13 Limburger CHHW Boot 3 [Altersklasse B2];42;2025-11-27 05:48:05.969975;verarbeitet
167;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;24;Charlotte Bergmann (07);23;2025-11-27 05:42:11.732693;verarbeitet
2068;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;24;Charlotte Bergmann (07);23;2025-11-27 05:48:05.969977;verarbeitet
168;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;25;14 RGEberbach [Altersklasse B2];31;2025-11-27 05:42:11.732696;verarbeitet
2069;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;25;14 RGEberbach [Altersklasse B2];31;2025-11-27 05:48:05.969980;verarbeitet
169;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;26;Lili Kunze (08);15;2025-11-27 05:42:11.732699;verarbeitet
2070;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;26;Lili Kunze (08);15;2025-11-27 05:48:05.969983;verarbeitet
170;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;27;15 WSVHellas Gießen [Altersklasse B2];37;2025-11-27 05:42:11.732701;verarbeitet
2071;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;27;15 WSVHellas Gießen [Altersklasse B2];37;2025-11-27 05:48:05.969985;verarbeitet
171;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;28;Helene Smarsly (08);19;2025-11-27 05:42:11.732705;verarbeitet
2072;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;28;Helene Smarsly (08);19;2025-11-27 05:48:05.969988;verarbeitet
172;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;29;17 SGWiking Boot3 [Altersklasse B3];35;2025-11-27 05:42:11.732708;verarbeitet
2073;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;29;17 SGWiking Boot3 [Altersklasse B3];35;2025-11-27 05:48:05.969991;verarbeitet
173;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;30;Zuzanna Grabiec (08);20;2025-11-27 05:42:11.732711;verarbeitet
2074;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;30;Zuzanna Grabiec (08);20;2025-11-27 05:48:05.969994;verarbeitet
174;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;31;18 Hanauer RG [Altersklasse B3];31;2025-11-27 05:42:11.732715;verarbeitet
2075;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;31;18 Hanauer RG [Altersklasse B3];31;2025-11-27 05:48:05.969997;verarbeitet
175;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;32;Sarah Huzu (07);15;2025-11-27 05:42:11.732718;verarbeitet
2076;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;32;Sarah Huzu (07);15;2025-11-27 05:48:05.969999;verarbeitet
176;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;33;19 RC Aschaffenburg [Altersklasse B2];37;2025-11-27 05:42:11.732721;verarbeitet
2077;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;33;19 RC Aschaffenburg [Altersklasse B2];37;2025-11-27 05:48:05.970002;verarbeitet
177;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;34;Lara Stumpf (08);16;2025-11-27 05:42:11.732723;verarbeitet
2078;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;34;Lara Stumpf (08);16;2025-11-27 05:48:05.970005;verarbeitet
178;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;35;Re. 7 Mäd 4x+ 13 u 1 LKW Sa 09:47;33;2025-11-27 05:42:11.732726;verarbeitet
2079;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;35;Re. 7 Mäd 4x+ 13 u 1 LKW Sa 09:47;33;2025-11-27 05:48:05.970007;verarbeitet
179;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;36;Mädchen-Doppelvierer m. St. 13 u 14J LK I/II;44;2025-11-27 05:42:11.732729;verarbeitet
2080;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;36;Mädchen-Doppelvierer m. St. 13 u 14J LK I/II;44;2025-11-27 05:48:05.970010;verarbeitet
180;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;37;1 ‚Rgm. Frankfurter RG Germania/ SRR Schillerschule Frankfurt [Leistungsklasse 1];81;2025-11-27 05:42:11.732733;verarbeitet
2081;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;37;1 ‚Rgm. Frankfurter RG Germania/ SRR Schillerschule Frankfurt [Leistungsklasse 1];81;2025-11-27 05:48:05.970013;verarbeitet
181;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;38;Joana Pätz (09)[SRR Schill], Anela Kopalla (09)[SAR Schill], Emilia Kratz (O9)[SAR Schill], Helena Noemi Tibitanzl (1 0)[FRGG], St. Emil;136;2025-11-27 05:42:11.732736;verarbeitet
2082;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;38;Joana Pätz (09)[SRR Schill], Anela Kopalla (09)[SAR Schill], Emilia Kratz (O9)[SAR Schill], Helena Noemi Tibitanzl (1 0)[FRGG], St. Emil;136;2025-11-27 05:48:05.970016;verarbeitet
182;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;39;Eichmeyer (11)[FRGG];20;2025-11-27 05:42:11.732740;verarbeitet
2083;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;39;Eichmeyer (11)[FRGG];20;2025-11-27 05:48:05.970019;verarbeitet
183;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;40;2 Frankfurter RC [Leistungsklasse 1];36;2025-11-27 05:42:11.732742;verarbeitet
2084;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;40;2 Frankfurter RC [Leistungsklasse 1];36;2025-11-27 05:48:05.970022;verarbeitet
184;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;41;Frida Bischof (09), Danica Guertin (09), Anna Clarenz (09), Teresa Wahl (09), St. Hannah Nikolow (10);101;2025-11-27 05:42:11.732745;verarbeitet
2085;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;41;Frida Bischof (09), Danica Guertin (09), Anna Clarenz (09), Teresa Wahl (09), St. Hannah Nikolow (10);101;2025-11-27 05:48:05.970024;verarbeitet
185;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;42;3 Hanauer RC Hassia [Leistungsklasse 1];39;2025-11-27 05:42:11.732748;verarbeitet
2086;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;42;3 Hanauer RC Hassia [Leistungsklasse 1];39;2025-11-27 05:48:05.970027;verarbeitet
186;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;43;Hannah Reelfs (10), Antonia Baron (10), Lou Dörner (09), Nikki McMeeken (09), St. Salome Richters (11);102;2025-11-27 05:42:11.732752;verarbeitet
2087;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;43;Hannah Reelfs (10), Antonia Baron (10), Lou Dörner (09), Nikki McMeeken (09), St. Salome Richters (11);102;2025-11-27 05:48:05.970030;verarbeitet
187;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;44;Programm der 51. Großauheimer Kurzstreckenregatta am 16./17.09.2023 Seite: 3/39;79;2025-11-27 05:42:11.732755;verarbeitet
2088;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;44;Programm der 51. Großauheimer Kurzstreckenregatta am 16./17.09.2023 Seite: 3/39;79;2025-11-27 05:48:05.970033;verarbeitet
188;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;45;;0;2025-11-27 05:42:11.732757;verarbeitet
2089;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_06.jpf;OCR;-;45;;0;2025-11-27 05:48:05.970035;verarbeitet
189;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;1;Re. 8 JM 2-ABLKW Sa 09:50;25;2025-11-27 05:42:12.262739;verarbeitet
2090;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;1;Re. 8 JM 2-ABLKW Sa 09:50;25;2025-11-27 05:48:06.501709;verarbeitet
190;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;2;Junior-Zweier o. St. VBLK I/II;30;2025-11-27 05:42:12.263801;verarbeitet
2091;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;2;Junior-Zweier o. St. VBLK I/II;30;2025-11-27 05:48:06.510801;verarbeitet
191;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;3;3 RGEberbach [Altersklasse A1];30;2025-11-27 05:42:12.263823;verarbeitet
2092;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;3;3 RGEberbach [Altersklasse A1];30;2025-11-27 05:48:06.510826;verarbeitet
192;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;4;Harry Legat (06), Nils Miron Heid (05);38;2025-11-27 05:42:12.263828;verarbeitet
2093;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;4;Harry Legat (06), Nils Miron Heid (05);38;2025-11-27 05:48:06.510902;verarbeitet
193;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;5;4 Hanauer RC Hassia [Altersklasse AT];37;2025-11-27 05:42:12.263831;verarbeitet
2094;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;5;4 Hanauer RC Hassia [Altersklasse AT];37;2025-11-27 05:48:06.510917;verarbeitet
194;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;6;Jakob Rastetter (05), Simon Gimplinger (06);43;2025-11-27 05:42:12.263834;verarbeitet
2095;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;6;Jakob Rastetter (05), Simon Gimplinger (06);43;2025-11-27 05:48:06.510922;verarbeitet
195;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;7;5 Offenbacher RG Undine [Altersklasse B1];41;2025-11-27 05:42:12.263836;verarbeitet
2096;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;7;5 Offenbacher RG Undine [Altersklasse B1];41;2025-11-27 05:48:06.510925;verarbeitet
196;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;8;Julius Klein (07), Rufus Henning (07);37;2025-11-27 05:42:12.263839;verarbeitet
2097;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;8;Julius Klein (07), Rufus Henning (07);37;2025-11-27 05:48:06.510927;verarbeitet
197;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;9;Re. 9 SFIXABLKIM Sa 09:53;25;2025-11-27 05:42:12.263842;verarbeitet
2098;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;9;Re. 9 SFIXABLKIM Sa 09:53;25;2025-11-27 05:48:06.510930;verarbeitet
198;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;10;Frauen-Einer A/B LK I/II;24;2025-11-27 05:42:12.263845;verarbeitet
2099;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;10;Frauen-Einer A/B LK I/II;24;2025-11-27 05:48:06.510933;verarbeitet
199;51-grossauheimer-kurzstrecken-regatta-meldeergebnis-meldeergebnis-2023-2023-09-19_Seite_07.jpf;OCR;-;11;3 Hanauer RC Hassia [Altersklasse B1];37;2025-11-27 05:42:12.263848;verarbeitet
